Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
352,Adam Matthews,wls WAL,DFMF,Sunderland,23,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,d8bffa70
353,Patrick van Aanholt,nl NED,DF,Sunderland,24,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,5f09991f
354,Kenedy,br BRA,DFMF,Chelsea,19,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,5eebbfdf
355,Muhamed Bešić,ba BIH,MFDF,Everton,22,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,7ca9f0f0
356,Tony Hibbert,eng ENG,DF,Everton,34,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,c878c4bf
357,Andy King,wls WAL,MF,Leicester City,26,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,d790907f
358,Danny Drinkwater,eng ENG,MF,Leicester City,25,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,2649ff32
359,Danny Simpson,eng ENG,DF,Leicester City,28,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,3201b03d
360,Matty James,eng ENG,,Leicester City,23,£ 25000 (€ 28778 $31545),£ 1300000 (€ 1496474 $1640345),Unverified estimation,ebd0a048
361,Bryan Oviedo,cr CRC,DF,Everton,25,£ 24192 (€ 27849 $30526),£ 1258000 (€ 1448126 $1587350),Unverified estimation,31faf295
362,Aly Cissokho,fr FRA,DF,Aston Villa,27,£ 24000 (€ 27627 $30283),£ 1248000 (€ 1436615 $1574732),Unverified estimation,83a2bb30
363,Valentin Roberge,cy CYP,,Sunderland,28,£ 23500 (€ 27052 $29652),£ 1222000 (€ 1406686 $1541925),Unverified estimation,f373db50
364,Andre Wisdom,eng ENG,DF,Norwich City,22,£ 23000 (€ 26476 $29022),£ 1196000 (€ 1376756 $1509118),Unverified estimation,ab6a3628
365,Max Gradel,ci CIV,MF,Bournemouth,27,£ 23000 (€ 26476 $29022),£ 1196000 (€ 1376756 $1509118),Unverified estimation,c5a500ca
366,Cristian Gamboa,cr CRC,DFMF,West Brom,25,£ 23000 (€ 26476 $29022),£ 1196000 (€ 1376756 $1509118),Unverified estimation,f27680d9
367,Adama Traoré,es ESP,FWMF,Aston Villa,19,£ 22500 (€ 25901 $28391),£ 1170000 (€ 1346827 $1476311),Unverified estimation,9a28eba4
368,Kieran Richardson,eng ENG,DFMF,Aston Villa,30,£ 22500 (€ 25901 $28391),£ 1170000 (€ 1346827 $1476311),Unverified estimation,d2bf40b4
369,Vito Mannone,it ITA,GK,Sunderland,27,£ 22500 (€ 25901 $28391),£ 1170000 (€ 1346827 $1476311),Unverified estimation,c4173f1a
370,Paddy McNair,nir NIR,DF,Manchester Utd,20,£ 22000 (€ 25325 $27760),£ 1144000 (€ 1316897 $1443504),Unverified estimation,8ac454b5
371,Ikechi Anya,sct SCO,MFDF,Watford,27,£ 22000 (€ 25325 $27760),£ 1144000 (€ 1316897 $1443504),Unverified estimation,c55e973d
372,Steven Berghuis,nl NED,FWMF,Watford,23,£ 22000 (€ 25325 $27760),£ 1144000 (€ 1316897 $1443504),Unverified estimation,713c144a
373,Alberto Paloschi,it ITA,FWMF,Swansea City,25,£ 22000 (€ 25325 $27760),£ 1144000 (€ 1316897 $1443504),Unverified estimation,b5cae4e6
374,Kristoffer Nordfeldt,se SWE,GK,Swansea City,26,£ 22000 (€ 25325 $27760),£ 1144000 (€ 1316897 $1443504),Unverified estimation,78549904
375,Marvin Emnes,nl NED,MF,Swansea City,27,£ 22000 (€ 25325 $27760),£ 1144000 (€ 1316897 $1443504),Unverified estimation,a5900d91
376,Jack Butland,eng ENG,GK,Stoke City,22,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,cc70a1d5
377,Shay Given,ie IRL,GK,Stoke City,39,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,0db918ff
378,Serge Gnabry,de GER,,Arsenal,19,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,88e357ef
379,Andreas Pereira,br BRA,MF,Manchester Utd,19,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,6639e500
380,Gary O'Neil,eng ENG,MF,Norwich City,32,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,754d4ac4
381,Kyle Lafferty,nir NIR,FW,Norwich City,27,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,3bf81c50
382,Patrick Bamford,eng ENG,FW,Norwich City,21,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,93feac6e
383,Robbie Brady,ie IRL,MFDF,Norwich City,23,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,96bb8cc2
384,Ryan Bennett,eng ENG,DF,Norwich City,25,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,0bad4516
385,Steven Whittaker,sct SCO,DF,Norwich City,31,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,06f81a8c
386,Nathan Aké,nl NED,DF,Watford,20,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,eaeca114
387,Sebastian Prödl,at AUT,DF,Watford,28,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,f5e6d08d
388,Cuco Martina,cw CUW,DF,Southampton,25,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,22551915
389,Alex Pritchard,eng ENG,FWMF,Tottenham,22,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,ff9fcd4d
390,Dele Alli,eng ENG,MF,Tottenham,19,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,cea4ee8f
391,Ryan Mason,eng ENG,MF,Tottenham,24,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,c8fac933
392,Damien Delaney,ie IRL,DF,Crystal Palace,34,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,210d9ecb
393,Wayne Hennessey,wls WAL,GK,Crystal Palace,28,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,76eca7e2
394,Zeki Fryers,eng ENG,,Crystal Palace,22,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,f58d6213
395,Harry Arter,ie IRL,MF,Bournemouth,25,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,2f4c5a52
396,Tommy Elphick,eng ENG,DF,Bournemouth,27,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,14caf5c9
397,Sébastien Pocognoli,be BEL,DFMF,West Brom,27,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,cc41eec1
398,Diafra Sakho,sn SEN,FW,West Ham,25,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,57c433c8
399,Duncan Watmore,eng ENG,MFFW,Sunderland,21,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,2b2bae51
400,Jordan Pickford,eng ENG,GK,Sunderland,21,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,4806ec67
401,Rob Elliot,ie IRL,GK,Newcastle,29,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,b1b25949
402,Joel Robles,es ESP,GK,Everton,25,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,cda0b317
403,Daniel Amartey,gh GHA,DF,Leicester City,20,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,1a4ef233
404,Demarai Gray,jm JAM,MF,Leicester City,19,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,4468ec10
405,Leonardo Ulloa,ar ARG,FW,Leicester City,29,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,eed56f6c
406,Liam Moore,jm JAM,,Leicester City,22,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,bcee97a4
407,Marcin Wasilewski,pl POL,DF,Leicester City,35,£ 20000 (€ 23023 $25236),£ 1040000 (€ 1197179 $1312276),Unverified estimation,24249219
408,Almen Abdi,ch SUI,MF,Watford,28,£ 19000 (€ 21872 $23974),£ 988000 (€ 1137320 $1246663),Unverified estimation,8d425d84
409,Boaz Myhill,wls WAL,GK,West Brom,32,£ 18500 (€ 21296 $23343),£ 962000 (€ 1107391 $1213856),Unverified estimation,7ca2d989
410,Tony Andreu,fr FRA,MF,Norwich City,27,£ 18000 (€ 20720 $22712),£ 936000 (€ 1077461 $1181049),Unverified estimation,15504546
411,Paulo Gazzaniga,ar ARG,GK,Southampton,23,£ 18000 (€ 20720 $22712),£ 936000 (€ 1077461 $1181049),Unverified estimation,63d17038
412,Matt Ritchie,sct SCO,MF,Bournemouth,25,£ 18000 (€ 20720 $22712),£ 936000 (€ 1077461 $1181049),Unverified estimation,71ef519e
413,Mark Bunn,eng ENG,GK,Aston Villa,30,£ 17500 (€ 20145 $22082),£ 910000 (€ 1047532 $1148242),Unverified estimation,a6738b6c
414,Wes Morgan,jm JAM,DF,Leicester City,31,£ 17500 (€ 20145 $22082),£ 910000 (€ 1047532 $1148242),Unverified estimation,80c31c97
415,Allan Nyom,cm CMR,DF,Watford,27,£ 17000 (€ 19569 $21451),£ 884000 (€ 1017602 $1115435),Unverified estimation,97572117
416,Ben Watson,eng ENG,MF,Watford,30,£ 17000 (€ 19569 $21451),£ 884000 (€ 1017602 $1115435),Unverified estimation,df540668
417,Andrew Surman,eng ENG,MF,Bournemouth,28,£ 17000 (€ 19569 $21451),£ 884000 (€ 1017602 $1115435),Unverified estimation,7d41b619
418,Tommie Hoban,ie IRL,DF,Watford,21,£ 16000 (€ 18418 $20189),£ 832000 (€ 957743 $1049821),Unverified estimation,45045170
419,Kelvin Davis,eng ENG,GK,Southampton,38,£ 16000 (€ 18418 $20189),£ 832000 (€ 957743 $1049821),Unverified estimation,33b6ee02
420,Tyrone Mings,eng ENG,DF,Bournemouth,22,£ 16000 (€ 18418 $20189),£ 832000 (€ 957743 $1049821),Unverified estimation,8397a50c
421,Kevin Stewart,jm JAM,MF,Liverpool,21,£ 16000 (€ 18418 $20189),£ 832000 (€ 957743 $1049821),Unverified estimation,ff674795
422,Guillermo Varela,uy URU,DF,Manchester Utd,22,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,5c961282
423,Heurelho Gomes,br BRA,GK,Watford,34,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,d596e193
424,Joel Ekstrand,se SWE,,Watford,26,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,92617483
425,Juan Carlos Paredes,ec ECU,DFMF,Watford,28,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,5d8c6afd
426,DeAndre Yedlin,us USA,,Tottenham,21,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,ae0a7ddf
427,Adam Smith,eng ENG,DF,Bournemouth,24,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,20b104bc
428,Callum Wilson,eng ENG,FWMF,Bournemouth,23,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,c596fcb0
429,Simon Francis,eng ENG,DF,Bournemouth,30,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,1e0b6a73
430,Doneil Henry,ca CAN,DF,West Ham,22,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,22636117
431,Jack Grealish,eng ENG,MFFW,Aston Villa,19,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,b0b4fd3e
432,Jamaal Lascelles,eng ENG,DF,Newcastle,21,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,450ab6fc
433,Karl Darlow,wls WAL,GK,Newcastle,24,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,cde3309f
434,Paul Dummett,wls WAL,DF,Newcastle,23,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,3fe6bd8c
435,Bertrand Traoré,bf BFA,FWMF,Chelsea,19,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,c47541e0
436,Matt Miazga,us USA,DF,Chelsea,20,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,9fc0f253
437,Brendan Galloway,zw ZIM,DF,Everton,19,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,321506b3
438,Kyle Bartley,eng ENG,DF,Swansea City,24,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,18e96f64
439,Modou Barrow,gm GAM,MFFW,Swansea City,22,£ 15000 (€ 17267 $18927),£ 780000 (€ 897884 $984207),Unverified estimation,75783f5f
440,Ivo Pinto,pt POR,DF,Norwich City,25,£ 13500 (€ 15540 $17034),£ 702000 (€ 808096 $885787),Unverified estimation,8d82551b
441,Declan Rudd,eng ENG,GK,Norwich City,24,£ 13000 (€ 14965 $16403),£ 676000 (€ 778167 $852980),Unverified estimation,42f4f848
442,Craig Cathcart,nir NIR,DF,Watford,26,£ 13000 (€ 14965 $16403),£ 676000 (€ 778167 $852980),Unverified estimation,89e4b358
443,Charlie Daniels,eng ENG,DF,Bournemouth,28,£ 13000 (€ 14965 $16403),£ 676000 (€ 778167 $852980),Unverified estimation,9d107085
444,Joshua King,no NOR,FWMF,Bournemouth,23,£ 13000 (€ 14965 $16403),£ 676000 (€ 778167 $852980),Unverified estimation,43458538
445,Steve Cook,eng ENG,DF,Bournemouth,24,£ 13000 (€ 14965 $16403),£ 676000 (€ 778167 $852980),Unverified estimation,3e5e4e63
446,Rhoys Wiggins,wls WAL,DF,Bournemouth,27,£ 12500 (€ 14389 $15773),£ 650000 (€ 748237 $820173),Unverified estimation,4c4166ca
447,Adlène Guedioura,dz ALG,MF,Watford,29,£ 12000 (€ 13814 $15142),£ 624000 (€ 718308 $787366),Unverified estimation,f75825e3
448,Dan Gosling,eng ENG,MF,Bournemouth,25,£ 12000 (€ 13814 $15142),£ 624000 (€ 718308 $787366),Unverified estimation,7fec31a0
449,Curtis Good,au AUS,,Newcastle,22,£ 12000 (€ 13814 $15142),£ 624000 (€ 718308 $787366),Unverified estimation,3fc011b4
450,Felipe Mattioni,br BRA,,Everton,26,£ 12000 (€ 13814 $15142),£ 624000 (€ 718308 $787366),Unverified estimation,8dbe6343
451,Jay Fulton,sct SCO,MF,Swansea City,21,£ 12000 (€ 13814 $15142),£ 624000 (€ 718308 $787366),Unverified estimation,434ad289
452,Obbi Oulare,be BEL,FW,Watford,19,£ 10712 (€ 12330 $13516),£ 557000 (€ 641182 $702825),Unverified estimation,9e49c320
453,Marco Amelia,it ITA,GK,Chelsea,33,£ 10712 (€ 12330 $13516),£ 557000 (€ 641182 $702825),Unverified estimation,54da8e59
454,Jakob Haugaard,dk DEN,GK,Stoke City,23,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,142741bb
455,Jesse Lingard,eng ENG,MF,Manchester Utd,22,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,810e3c74
456,Will Keane,ie IRL,FWMF,Manchester Utd,22,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,fc7f8f87
457,Jake Kean,eng ENG,,Norwich City,24,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,66d29ce7
458,Harrison Reed,eng ENG,MF,Southampton,20,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,803ae100
459,Jack Stephens,eng ENG,,Southampton,21,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,6adbc307
460,Sam Gallagher,eng ENG,,Southampton,19,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,44361ade
461,Harry Winks,eng ENG,MF,Tottenham,19,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,2f7acede
462,Tom Carroll,eng ENG,MF,Tottenham,23,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,5a1900a4
463,Junior Stanislas,eng ENG,MF,Bournemouth,25,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,6992791d
464,Stéphane Zubar,gp GLP,,Bournemouth,28,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,424022a3
465,João Carlos Teixeira,pt POR,FWMF,Liverpool,22,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,601299e9
466,Joe Gomez,eng ENG,DFMF,Liverpool,18,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,7a11550b
467,Steve Harper,eng ENG,,Sunderland,40,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,a98f1d52
468,Brandon Barker,eng ENG,FWMF,Manchester City,18,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,3098c0df
469,Kelechi Iheanacho,ng NGA,FWMF,Manchester City,18,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,c92e1a31
470,Leandro Rodríguez,uy URU,,Everton,22,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,2e850573
471,Matt Grimes,eng ENG,DF,Swansea City,20,£ 10000 (€ 11511 $12618),£ 520000 (€ 598590 $656138),Unverified estimation,81a487b9
472,Eunan O'Kane,ie IRL,MF,Bournemouth,25,£ 9000 (€ 10360 $11356),£ 468000 (€ 538731 $590524),Unverified estimation,b7f8b1fc
473,Marc Pugh,eng ENG,MF,Bournemouth,28,£ 9000 (€ 10360 $11356),£ 468000 (€ 538731 $590524),Unverified estimation,9aacb284
474,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,19,£ 8500 (€ 9785 $10725),£ 442000 (€ 508801 $557717),Unverified estimation,e97fd090
475,Sam Johnstone,eng ENG,GK,Manchester Utd,22,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,9e5708be
476,Tokelo Rantie,za RSA,FW,Bournemouth,24,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,7ef25942
477,Stephen Hendrie,sct SCO,DF,West Ham,20,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,99f65881
478,Richard Wright,eng ENG,GK,Manchester City,37,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,d9e2e2ae
479,Jamal Blackman,eng ENG,GK,Chelsea,21,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,dd26b605
480,Kenji Gorré,cw CUW,FWMF,Swansea City,20,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,52d1a4c6
481,Ben Hamer,eng ENG,,Leicester City,27,£ 8000 (€ 9209 $10094),£ 416000 (€ 478872 $524911),Unverified estimation,d822a850
482,Sean Murray,ie IRL,,Watford,21,£ 7500 (€ 8634 $9464),£ 390000 (€ 448942 $492104),Unverified estimation,11b4f41a
483,Mason Holgate,jm JAM,DF,Everton,18,£ 7500 (€ 8634 $9464),£ 390000 (€ 448942 $492104),Unverified estimation,d0042ab9
484,Shaun MacDonald,wls WAL,MF,Bournemouth,27,£ 7000 (€ 8058 $8833),£ 364000 (€ 419013 $459297),Unverified estimation,fdcff59c
485,David Faupala,fr FRA,,Manchester City,18,£ 6135 (€ 7062 $7741),£ 319000 (€ 367212 $402516),Unverified estimation,7f043eec
486,Darren Randolph,ie IRL,GK,West Ham,28,£ 6000 (€ 6907 $7571),£ 312000 (€ 359154 $393683),Unverified estimation,6385ebfb
487,Tammy Abraham,eng ENG,FW,Chelsea,17,£ 6000 (€ 6907 $7571),£ 312000 (€ 359154 $393683),Unverified estimation,f586779e
488,Benjamin Siegrist,ch SUI,,Aston Villa,23,£ 5500 (€ 6331 $6940),£ 286000 (€ 329224 $360876),Unverified estimation,46912ffe
489,Dionatan Teixeira,br BRA,DF,Stoke City,23,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,f7f09bee
490,Joel Castro Pereira,pt POR,,Manchester Utd,19,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,881e5db7
491,Marcus Rashford,eng ENG,FW,Manchester Utd,17,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,a1d5bd30
492,Sean Goss,nir NIR,MF,Manchester Utd,19,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,e45e5af2
493,Kyle Walker-Peters,eng ENG,DFMF,Tottenham,18,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,984a5a64
494,Luke McGee,eng ENG,,Tottenham,19,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,bfa6049d
495,Ivan Toney,eng ENG,FW,Newcastle,19,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,e09f279b
496,Rolando Aarons,eng ENG,DFMF,Newcastle,19,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,c5942695
497,Aleix García,es ESP,MF,Manchester City,18,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,a10361d2
498,Tosin Adarabioyo,eng ENG,,Manchester City,17,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,c81d773d
499,Kasey Palmer,jm JAM,MF,Chelsea,18,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,453f566a
500,Tyias Browning,cn CHN,DF,Everton,21,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,c4e180f0
501,Liam Shephard,wls WAL,,Swansea City,20,£ 5000 (€ 5756 $6309),£ 260000 (€ 299295 $328069),Unverified estimation,de9b2ee6
502,Ryan Seager,eng ENG,FW,Southampton,19,£ 4000 (€ 4605 $5047),£ 208000 (€ 239436 $262455),Unverified estimation,49ef3149
503,Raphael Spiegel,ch SUI,GK,West Ham,22,£ 4000 (€ 4605 $5047),£ 208000 (€ 239436 $262455),Unverified estimation,050b9803
504,Brad Smith,au AUS,DF,Liverpool,21,£ 4000 (€ 4605 $5047),£ 208000 (€ 239436 $262455),Unverified estimation,c76c717c
505,Rees Greenwood,eng ENG,MF,Sunderland,18,£ 4000 (€ 4605 $5047),£ 208000 (€ 239436 $262455),Unverified estimation,e5e459d4
506,Danny Ward,wls WAL,GK,Liverpool,22,£ 3500 (€ 4029 $4416),£ 182000 (€ 209506 $229648),Unverified estimation,d3ce0e89
507,Josh Vickers,eng ENG,GK,Swansea City,19,£ 3500 (€ 4029 $4416),£ 182000 (€ 209506 $229648),Unverified estimation,20f077eb
508,James Weir,eng ENG,MF,Manchester Utd,19,£ 3000 (€ 3453 $3785),£ 156000 (€ 179577 $196841),Unverified estimation,c8d651c1
509,Jordan Brown,eng ENG,,West Ham,18,£ 3000 (€ 3453 $3785),£ 156000 (€ 179577 $196841),Unverified estimation,5aff1268
510,Sheyi Ojo,eng ENG,MFFW,Liverpool,18,£ 3000 (€ 3453 $3785),£ 156000 (€ 179577 $196841),Unverified estimation,7b9a86e6
511,Tom Davies,eng ENG,FW,Everton,17,£ 3000 (€ 3453 $3785),£ 156000 (€ 179577 $196841),Unverified estimation,9228b07c
512,Stephen Kingsley,sct SCO,DF,Swansea City,21,£ 3000 (€ 3453 $3785),£ 156000 (€ 179577 $196841),Unverified estimation,488cc9c7
513,Ola Aina,ng NGA,DFMF,Chelsea,18,£ 2500 (€ 2878 $3155),£ 130000 (€ 149647 $164035),Unverified estimation,246d153b
514,Matthew Pennington,eng ENG,DF,Everton,20,£ 2500 (€ 2878 $3155),£ 130000 (€ 149647 $164035),Unverified estimation,0ff967f7
515,Alex Iwobi,ng NGA,MFFW,Arsenal,19,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,6ca5ec4b
516,Ismaël Bennacer,dz ALG,,Arsenal,17,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,db092d3b
517,Joe Rothwell,eng ENG,MF,Manchester Utd,20,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,10a10454
518,Jack Rose,eng ENG,GK,West Brom,20,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,eb338814
519,Cameron Brannagan,eng ENG,MF,Liverpool,19,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,9220e731
520,Connor Randall,eng ENG,DF,Liverpool,19,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,412e1445
521,Bradley Watkins,eng ENG,,Aston Villa,20,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,0cb0b579
522,Jerell Sellars,eng ENG,,Aston Villa,19,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,84bf4600
523,Bersant Celina,xk KVX,FWMF,Manchester City,18,£ 2000 (€ 2302 $2524),£ 104000 (€ 119718 $131228),Unverified estimation,3043d33f
524,Rene Gilmartin,ie IRL,GK,Watford,28,£ 1846 (€ 2125 $2329),£ 96000 (€ 110509 $121133),Unverified estimation,f1b7c957
525,George Waring,eng ENG,,Stoke City,20,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,125ce1b3
526,Donald Love,sct SCO,DFMF,Manchester Utd,20,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,160599ed
527,George Dobson,eng ENG,MF,West Ham,17,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,20a7d00d
528,Jerome Sinclair,eng ENG,FW,Liverpool,18,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,1695c659
529,Joe Maguire,eng ENG,,Liverpool,19,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,04251f39
530,Jordan Rossiter,eng ENG,MF,Liverpool,18,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,0e459095
531,Pedro Chirivella,es ESP,MF,Liverpool,18,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,68a26d51
532,Ryan Kent,eng ENG,,Liverpool,18,£ 1500 (€ 1727 $1893),£ 78000 (€ 89788 $98421),Unverified estimation,316de854
