Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes,Player-additional
30,Roberto Firmino,br BRA,FW,Liverpool,29,£ 180000 (€ 214662 $218740),£ 9360000 (€ 11162406 $11374470),,4c370d81
31,Trent Alexander-Arnold,eng ENG,DF,Liverpool,22,£ 180000 (€ 214662 $218740),£ 9360000 (€ 11162406 $11374470),,cd1acf9d
32,Cristian Romero,ar ARG,DF,Tottenham,23,£ 165000 (€ 196773 $200512),£ 8580000 (€ 10232205 $10426598),,a3d94a58
33,Lucas Digne,fr FRA,DF,Aston Villa,28,£ 163462 (€ 194938 $198642),£ 8500000 (€ 10136800 $10329380),,1b84dbe1
34,Juan Mata,es ESP,MF,Manchester Utd,33,£ 160000 (€ 190810 $194435),£ 8320000 (€ 9922138 $10110640),,29733c72
35,Rúben Dias,pt POR,DF,Manchester City,24,£ 160000 (€ 190810 $194435),£ 8320000 (€ 9922138 $10110640),,31c69ef1
36,Luke Shaw,eng ENG,DFMF,Manchester Utd,26,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,9c94165b
37,Alisson,br BRA,GK,Liverpool,28,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,7a2e46a8
38,César Azpilicueta,es ESP,DFMF,Chelsea,31,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,53cad200
39,Christian Pulisic,us USA,MFFW,Chelsea,22,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,1bf33a9a
40,Kai Havertz,de GER,FWMF,Chelsea,22,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,fed7cb61
41,Kepa Arrizabalaga,es ESP,GK,Chelsea,26,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,28d596a0
42,Mateo Kovačić,hr CRO,MF,Chelsea,27,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,79c0821a
43,Bernardo Silva,pt POR,MFFW,Manchester City,26,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,3eb22ec9
44,Fernandinho,br BRA,MFDF,Manchester City,36,£ 150000 (€ 178885 $182283),£ 7800000 (€ 9302005 $9478725),,101da2b5
45,Kieran Trippier,eng ENG,DF,Newcastle,30,£ 144231 (€ 172005 $175272),£ 7500000 (€ 8944235 $9114159),,21512407
46,Nicolas Pépé,ci CIV,MF,Arsenal,26,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),,57e3f0c7
47,James Milner,eng ENG,MFDF,Liverpool,35,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),,2f90f6b8
48,Jordan Henderson,eng ENG,MF,Liverpool,31,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),,935e6b8f
49,Jamie Vardy,eng ENG,FW,Leicester City,34,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),,45963054
50,İlkay Gündoğan,de GER,MF,Manchester City,30,£ 140000 (€ 166959 $170131),£ 7280000 (€ 8681871 $8846810),,819b3158
51,Francisco Trincão,pt POR,FWMF,Wolves,21,£ 131154 (€ 156409 $159381),£ 6820000 (€ 8133291 $8287809),Unverified estimation,77e39b04
52,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,28,£ 130000 (€ 155033 $157979),£ 6760000 (€ 8061737 $8214895),,b2bc3b1f
53,Kasper Schmeichel,dk DEN,GK,Leicester City,34,£ 130000 (€ 155033 $157979),£ 6760000 (€ 8061737 $8214895),,53af52f3
54,Philippe Coutinho,br BRA,MFFW,Aston Villa,29,£ 125000 (€ 149071 $151903),£ 6500000 (€ 7751671 $7898938),,0ef89a37
55,Rodri,es ESP,MF,Manchester City,25,£ 121154 (€ 144484 $147229),£ 6300000 (€ 7513158 $7655894),,6434f10d
56,Ben White,eng ENG,DF,Arsenal,23,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,35e413f1
57,Donny van de Beek,nl NED,MF,Manchester Utd,24,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,50dc94ce
58,Fred,br BRA,MF,Manchester Utd,28,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,b853e0ad
59,Nemanja Matić,rs SRB,MF,Manchester Utd,32,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,eb7822d7
60,Victor Lindelöf,se SWE,DF,Manchester Utd,27,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,f5deef4c
61,Christian Benteke,be BEL,FW,Crystal Palace,30,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,ab070c55
62,Alphonse Areola,fr FRA,GK,West Ham,28,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,2f965a72
63,Kurt Zouma,fr FRA,DF,West Ham,26,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,ce4246f5
64,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,38c7feef
65,Naby Keïta,gn GUI,MF,Liverpool,26,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,f25c8e3a
66,Danny Ings,eng ENG,FW,Aston Villa,29,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,07802f7f
67,Bruno Guimarães,br BRA,MF,Newcastle,23,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,82518f62
68,Callum Hudson-Odoi,eng ENG,MF,Chelsea,20,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,15f3ec41
69,Malang Sarr,fr FRA,DF,Chelsea,22,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,4315f30d
70,Yerry Mina,co COL,DF,Everton,26,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,6d5701f2
71,Aymeric Laporte,es ESP,DF,Manchester City,27,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,119b9a8e
72,Riyad Mahrez,dz ALG,FW,Manchester City,30,£ 120000 (€ 143108 $145827),£ 6240000 (€ 7441604 $7582980),,892d5bb1
73,Andriy Yarmolenko,ua UKR,MF,West Ham,31,£ 115000 (€ 137145 $139750),£ 5980000 (€ 7131537 $7267023),,849c826a
74,André Gomes,pt POR,MF,Everton,28,£ 112308 (€ 133934 $136479),£ 5840000 (€ 6964578 $7096892),,1961b2aa
75,Andriy Yarmolenko,ua UKR,MF,West Ham,31,£ 115000 (€ 132380 $145107),£ 5980000 (€ 6883781 $7545589),Unverified estimation,849c826a
76,Kieran Tierney,sct SCO,DF,Arsenal,24,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),,fce2302c
77,Dejan Kulusevski,se SWE,MFFW,Tottenham,21,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),,df3cda47
78,James Maddison,eng ENG,MFFW,Leicester City,24,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),,ee38d9c5
79,Jorginho,it ITA,MF,Chelsea,29,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),,45db685d
80,Thiago Silva,br BRA,DF,Chelsea,36,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),,86e7deaf
81,Kyle Walker,eng ENG,DF,Manchester City,31,£ 110000 (€ 131182 $133674),£ 5720000 (€ 6821470 $6951065),,86dd77d1
82,Pierre Højbjerg,dk DEN,MF,Tottenham,25,£ 101923 (€ 121550 $123859),£ 5300000 (€ 6320593 $6440672),,8b04d6c1
83,Bernd Leno,de GER,GK,Arsenal,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,2628fd2b
84,Granit Xhaka,ch SUI,MF,Arsenal,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,e61b8aee
85,Sead Kolašinac,ba BIH,DF,Arsenal,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,3935e52e
86,Dean Henderson,eng ENG,GK,Manchester Utd,24,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,e5a76dfe
87,Dele Alli,eng ENG,MF,Tottenham,25,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,cea4ee8f
88,Hugo Lloris,fr FRA,GK,Tottenham,34,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,8f62b6ee
89,Joël Matip,cm CMR,DF,Liverpool,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,b217ef29
90,Sadio Mané,sn SEN,FW,Liverpool,29,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,c691bfe2
91,João Moutinho,pt POR,MF,Wolves,34,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,f5a00fa4
92,Antonio Rüdiger,de GER,DF,Chelsea,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,18b896d6
93,Hakim Ziyech,ma MAR,MFFW,Chelsea,28,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,6622454d
94,Marcos Alonso,es ESP,MF,Chelsea,30,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,f4290206
95,Gylfi Sigurðsson,is ISL,AM,Everton,32,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,76dd1480
96,Jordan Pickford,eng ENG,GK,Everton,27,£ 100000 (€ 119256 $121522),£ 5200000 (€ 6201336 $6319150),,4806ec67
97,Jarrod Bowen,eng ENG,MF,West Ham,24,£ 96154 (€ 114670 $116848),£ 5000000 (€ 5962824 $6076106),,79c84d1c
98,Ross Barkley,eng ENG,MF,Chelsea,27,£ 96154 (€ 114670 $116848),£ 5000000 (€ 5962824 $6076106),,3a24769f
99,Alex Telles,br BRA,DF,Manchester Utd,28,£ 93077 (€ 111000 $113109),£ 4840000 (€ 5772013 $5881671),,e73c9bb2
100,Nathan Aké,nl NED,DF,Manchester City,26,£ 92308 (€ 110083 $112174),£ 4800000 (€ 5724311 $5833062),,eaeca114
101,Adam Lallana,eng ENG,MF,Brighton,33,£ 90385 (€ 107790 $109837),£ 4700000 (€ 5605054 $5711540),,99813635
102,Gabriel Martinelli,br BRA,MFFW,Arsenal,20,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,48a5a5d6
103,Aaron Wan-Bissaka,cd COD,DFMF,Manchester Utd,23,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,9e525177
104,Diogo Jota,pt POR,FW,Liverpool,24,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,178ae8f8
105,Leander Dendoncker,be BEL,MF,Wolves,26,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,5a7301ae
106,Richarlison,br BRA,FWMF,Everton,24,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,fa031b34
107,Benjamin Mendy,fr FRA,DF,Manchester City,27,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,5271c8f1
108,Gabriel Jesus,br BRA,FW,Manchester City,24,£ 90000 (€ 107331 $109370),£ 4680000 (€ 5581203 $5687235),,b66315ae
109,Mason Mount,eng ENG,MF,Chelsea,22,£ 88462 (€ 105496 $107500),£ 4600000 (€ 5485798 $5590018),,9674002f
110,Pablo Marí,es ESP,DF,Arsenal,27,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278),,aa54ec6f
111,Leon Bailey,jm JAM,FWMF,Aston Villa,23,£ 85000 (€ 101368 $103294),£ 4420000 (€ 5271136 $5371278),Unverified estimation,3a233281
112,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30,£ 80769 (€ 96323 $98152),£ 4200000 (€ 5008772 $5103929),,0442183b
113,Eric Bailly,ci CIV,DF,Manchester Utd,27,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,a1232f4e
114,Moussa Sissoko,fr FRA,MF,Watford,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,2acd49b9
115,Bryan Gil,es ESP,FWMF,Tottenham,20,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,7b5ab7f2
116,Lucas Moura,br BRA,MFFW,Tottenham,28,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,2b622f01
117,Odsonne Édouard,fr FRA,FWMF,Crystal Palace,23,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,0562b7f1
118,Tyrone Mings,eng ENG,DF,Aston Villa,28,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,8397a50c
119,Fábio Silva,pt POR,FW,Wolves,19,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,e7aa9d7c
120,Boubakary Soumaré,fr FRA,MF,Leicester City,22,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,ae59b359
121,Jonny Evans,nir NIR,DF,Leicester City,33,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,f8fcd2a5
122,Patson Daka,zm ZAM,FW,Leicester City,22,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,ca45605e
123,Ryan Bertrand,eng ENG,DF,Leicester City,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),Unverified estimation,01226327
124,Joelinton,br BRA,MFFW,Newcastle,24,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,c17bfb65
125,Andreas Christensen,dk DEN,DF,Chelsea,25,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,1cb49278
126,Fabian Delph,eng ENG,MF,Everton,31,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,111c3236
127,João Cancelo,pt POR,DF,Manchester City,27,£ 80000 (€ 95405 $97218),£ 4160000 (€ 4961069 $5055320),,bd6351cd
128,Martin Ødegaard,no NOR,MF,Arsenal,22,£ 79038 (€ 94258 $96049),£ 4110000 (€ 4901441 $4994559),,79300479
129,Bertrand Traoré,bf BFA,FW,Aston Villa,25,£ 77885 (€ 92882 $94647),£ 4050000 (€ 4829887 $4921646),,c47541e0
130,Vicente Guaita,es ESP,GK,Crystal Palace,34,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885),,ab13a5aa
131,Nélson Semedo,pt POR,MF,Wolves,27,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885),,d04b94db
132,Ben Godfrey,eng ENG,DF,Everton,23,£ 76923 (€ 91736 $93479),£ 4000000 (€ 4770259 $4860885),,9f7c837d
133,Cédric Soares,pt POR,DF,Arsenal,29,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,839c14e1
134,Jesse Lingard,eng ENG,MF,Manchester Utd,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,810e3c74
135,Mason Greenwood,eng ENG,MFFW,Manchester Utd,19,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,58eee997
136,Phil Jones,eng ENG,DF,Manchester Utd,29,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,def899bd
137,Theo Walcott,eng ENG,MF,Southampton,32,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,1ecb65be
138,Rodrigo Bentancur,uy URU,MF,Tottenham,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,3b8674e6
139,Steven Bergwijn,nl NED,MFFW,Tottenham,23,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,a29b1131
140,Joe Gomez,eng ENG,DF,Liverpool,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,7a11550b
141,Takumi Minamino,jp JPN,FW,Liverpool,26,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,f833a830
142,Emi Buendía,ar ARG,FWMF,Aston Villa,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,66b76d44
143,Ollie Watkins,eng ENG,FW,Aston Villa,25,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,aed3a70f
144,Jannik Vestergaard,dk DEN,DF,Leicester City,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),Unverified estimation,1900032e
145,Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,6b47c5db
146,Abdoulaye Doucouré,ml MLI,MF,Everton,28,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,02b29014
147,Jean-Philippe Gbamin,ci CIV,MF,Everton,25,£ 75000 (€ 89442 $91142),£ 3900000 (€ 4651002 $4739363),,6bd603db
148,Eric Dier,eng ENG,DF,Tottenham,27,£ 72308 (€ 86232 $87870),£ 3760000 (€ 4484043 $4569232),,ac861941
149,Fraser Forster,eng ENG,GK,Southampton,33,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,c3e39f12
150,Giovani Lo Celso,ar ARG,MF,Tottenham,25,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,d7553721
151,Joachim Andersen,dk DEN,DF,Crystal Palace,25,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),Unverified estimation,e34fc66d
152,Angelo Ogbonna,it ITA,DF,West Ham,33,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,74b2cd7e
153,Manuel Lanzini,ar ARG,MF,West Ham,28,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,26f6dca8
154,Michail Antonio,jm JAM,FW,West Ham,31,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,ac05f970
155,Nikola Vlašić,hr CRO,MF,West Ham,23,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,aa8e289e
156,Winston Reid,nz NZL,CB,West Ham,33,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,562eed5c
157,Ibrahima Konaté,fr FRA,DF,Liverpool,22,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,5ed9b537
158,Ricardo Pereira,pt POR,DFMF,Leicester City,27,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,75a72a99
159,Jonjo Shelvey,eng ENG,MF,Newcastle,29,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,3727dd3c
160,Allan,br BRA,MF,Everton,30,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,cc700722
161,Séamus Coleman,ie IRL,DFMF,Everton,32,£ 70000 (€ 83480 $85065),£ 3640000 (€ 4340936 $4423405),,0420d84f
162,Pablo Fornals,es ESP,MF,West Ham,25,£ 67308 (€ 80269 $81794),£ 3500000 (€ 4173976 $4253274),,82927de4
163,Tomáš Souček,cz CZE,MF,West Ham,26,£ 67308 (€ 80269 $81794),£ 3500000 (€ 4173976 $4253274),,6613c819
164,Issa Diop,ma MAR,DF,West Ham,24,£ 66923 (€ 79810 $81326),£ 3480000 (€ 4150125 $4228970),,a712ca2b
165,Matt Doherty,ie IRL,MF,Tottenham,29,£ 65385 (€ 77975 $79457),£ 3400000 (€ 4054720 $4131752),,d557d734
166,Brandon Williams,eng ENG,DF,Norwich City,20,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,5e74d6c8
167,Oriol Romeu,es ESP,MF,Southampton,29,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,4b511457
168,Davinson Sánchez,co COL,DF,Tottenham,25,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,da7b447d
169,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,8d3c902d
170,Łukasz Fabiański,pl POL,GK,West Ham,36,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,9328b835
171,Matty Cash,pl POL,DFMF,Aston Villa,23,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,2389cdc2
172,Michael Keane,eng ENG,DF,Everton,28,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,c5b7c315
173,Ederson Moraes,br BRA,GK,Manchester City,27,£ 65000 (€ 77517 $78989),£ 3380000 (€ 4030869 $4107448),,3bb7b8b4
174,Nathaniel Phillips,eng ENG,DF,Liverpool,24,£ 64615 (€ 77058 $78522),£ 3360000 (€ 4007017 $4083143),,515ebe8d
175,Raphinha,br BRA,MFFW,Leeds United,24,£ 63500 (€ 75728 $77167),£ 3302000 (€ 3937849 $4012660),,3423f250
176,Ismaila Sarr,sn SEN,MFFW,Watford,23,£ 63077 (€ 75223 $76652),£ 3280000 (€ 3911612 $3985926),,bfdb33aa
177,Timothy Castagne,be BEL,DFMF,Leicester City,25,£ 63000 (€ 75132 $76559),£ 3276000 (€ 3906842 $3981065),,197640fd
178,Aaron Ramsdale,eng ENG,GK,Arsenal,23,£ 61923 (€ 73847 $75250),£ 3220000 (€ 3840058 $3913012),,466fb2c5
179,Scott McTominay,sct SCO,MF,Manchester Utd,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,d93c2511
180,Danny Rose,eng ENG,DF,Watford,31,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,89d10e53
181,Mohamed Elyounoussi,no NOR,MF,Southampton,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,68dc0dac
182,Nathan Redmond,eng ENG,MFFW,Southampton,27,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,ab651565
183,Shane Long,ie IRL,FW,Southampton,34,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,9f472354
184,Ben Davies,wls WAL,DF,Tottenham,28,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,44781702
185,Divock Origi,be BEL,FWMF,Liverpool,26,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,43a166b4
186,Kostas Tsimikas,gr GRE,DF,Liverpool,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,f315ca93
187,Daniel Podence,pt POR,FWMF,Wolves,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,7fcc71d8
188,Kelechi Iheanacho,ng NGA,FW,Leicester City,24,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,c92e1a31
189,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,25,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,e97fd090
190,Cenk Tosun,tr TUR,FWMF,Everton,30,£ 60000 (€ 71554 $72913),£ 3120000 (€ 3720802 $3791490),,9a104dee
